District,Borewell_ID,Borewell_Depth_ft,Water_Table_Depth_ft,Pump_Age_years,Daily_Usage_hours,Soil_Type,Region_Type,Annual_Rainfall_mm,Maintenance_Frequency_per_year,Motor_Temperature_C,Vibration_Level_mms,Voltage_Fluctuation_pct,Water_Yield_LPH,Casing_Pipe_Age_years,Failure_Risk_Score,Failure_Risk_Category,Failure_Within_6Months
Guntur,BW-GUN-01056,152.3,5.5,10.2,9.5,Sandy Clay,Coastal Andhra,584.5,4,65.4,4.38,15.2,3173,10.1,85.6,High,0
Guntur,BW-GUN-01057,289.7,23.4,4.2,10.9,Sandy Clay,Coastal Andhra,300,2,60.7,1.79,8.2,2552,4.0,50.3,Medium,1
Guntur,BW-GUN-01058,227.2,21.0,1.5,5.3,Sandy Clay,Coastal Andhra,499.3,2,53.4,1.04,1.9,2861,0.0,28.7,Low,0
Guntur,BW-GUN-01059,318.1,24.7,5.4,10.4,Sandy Loam,Coastal Andhra,624.4,2,60.2,3.51,5.3,2370,6.8,60.0,Medium,1
Guntur,BW-GUN-01060,301.1,22.2,6.3,8.7,Sandy Loam,Coastal Andhra,755.4,4,60.3,3.62,10.9,2817,6.2,68.0,High,1
Guntur,BW-GUN-01061,222.6,24.0,25.5,11.5,Sandy Loam,Coastal Andhra,444.5,2,75.7,9.64,7.9,2547,26.4,100.0,High,1
Guntur,BW-GUN-01062,110.2,14.6,13.7,12.6,Sandy Loam,Coastal Andhra,561.9,6,72.0,5.87,12.1,3353,15.7,100.0,High,1
Guntur,BW-GUN-01063,387.3,22.9,24.2,5.3,Sandy Loam,Coastal Andhra,350.2,1,69.7,9.16,5.9,2707,19.9,100.0,High,1
Guntur,BW-GUN-01064,215.2,23.9,0.6,7.8,Sandy Loam,Coastal Andhra,488.2,2,47.2,2.28,7.0,2832,0,30.5,Low,0
Guntur,BW-GUN-01065,272.6,18.7,0.6,2.3,Sandy Clay,Coastal Andhra,690.3,2,48.5,1.34,13.5,2198,0,23.8,Low,0
Guntur,BW-GUN-01066,341.7,17.8,0.1,7.3,Sandy Clay,Coastal Andhra,840.7,2,50.2,3.24,2.7,3310,2.7,26.7,Low,0
Guntur,BW-GUN-01067,282.9,18.0,0.4,8.3,Sandy Clay,Coastal Andhra,543.4,1,56.6,0.77,14.9,2967,0,41.4,Medium,0
Guntur,BW-GUN-01068,324.5,10.4,8.6,8.8,Sandy Loam,Coastal Andhra,777.0,0,59.6,3.26,5.8,2921,9.6,78.6,High,0
Guntur,BW-GUN-01069,250.8,18.9,5.2,8.0,Sandy Loam,Coastal Andhra,585.8,0,60.5,2.66,10.6,3160,6.2,66.4,High,1
Guntur,BW-GUN-01070,360.5,21.2,0.9,9.6,Sandy Clay,Coastal Andhra,376.6,1,52.7,1.23,19.3,2941,0,52.1,Medium,1
Guntur,BW-GUN-01071,346.8,20.6,7.5,8.7,Sandy Loam,Coastal Andhra,727.2,0,61.9,4.05,3.3,2816,7.9,67.9,High,1
Guntur,BW-GUN-01072,264.0,16.9,13.7,8.3,Sandy Loam,Coastal Andhra,458.7,0,69.1,5.57,4.6,2297,16.1,100.0,High,1
Guntur,BW-GUN-01073,252.8,19.0,3.5,11.4,Sandy Loam,Coastal Andhra,646.8,1,57.0,2.21,11.8,2524,5.3,58.4,Medium,1
Guntur,BW-GUN-01074,350.1,19.6,16.4,4.6,Sandy Loam,Coastal Andhra,559.7,1,66.1,7.55,11.0,2461,19.0,100.0,High,1
Guntur,BW-GUN-01075,284.9,24.2,0.2,11.7,Sandy Loam,Coastal Andhra,412.6,1,53.8,0.1,8.1,2109,0,29.9,Low,1
Guntur,BW-GUN-01076,330.0,17.9,31.9,8.6,Sandy Clay,Coastal Andhra,574.9,0,80.7,11.99,10.8,2657,30.9,100.0,High,1
Guntur,BW-GUN-01077,155.1,16.5,2.5,4.6,Sandy Loam,Coastal Andhra,738.7,2,55.5,1.14,8.2,2964,0,35.2,Medium,1
Guntur,BW-GUN-01078,288.0,19.3,8.3,6.6,Sandy Loam,Coastal Andhra,443.1,2,62.4,4.06,9.0,2754,7.6,64.9,Medium,1
Palnadu,BW-PAL-01079,240.9,21.6,2.6,15.1,Sandy Loam,Coastal Andhra,433.4,2,53.1,1.34,0.0,2999,2.6,37.3,Medium,1
Palnadu,BW-PAL-01080,305.6,41.5,3.5,4.1,Sandy Loam,Coastal Andhra,324.9,2,58.9,3.52,11.1,2183,4.9,54.5,Medium,1
Palnadu,BW-PAL-01081,261.2,40.8,1.1,10.4,Sandy Loam,Coastal Andhra,391.1,1,52.5,1.13,3.8,2751,1.2,28.3,Low,0
Palnadu,BW-PAL-01082,290.9,27.7,9.7,7.5,Sandy Clay,Coastal Andhra,340.4,3,62.7,1.98,7.3,2574,8.4,63.2,Medium,0
Palnadu,BW-PAL-01083,351.3,31.6,14.0,9.7,Sandy Loam,Coastal Andhra,641.9,1,68.3,6.35,11.9,3053,15.3,100.0,High,0
Palnadu,BW-PAL-01084,193.5,31.7,4.7,6.8,Sandy Clay,Coastal Andhra,680.9,0,58.2,2.71,6.4,2423,6.4,64.0,Medium,1
Palnadu,BW-PAL-01085,163.9,46.4,1.0,6.5,Sandy Clay,Coastal Andhra,404.3,2,53.0,0.22,13.4,3046,0,34.9,Low,0
Palnadu,BW-PAL-01086,284.1,26.9,14.8,9.5,Sandy Clay,Coastal Andhra,764.4,0,68.7,6.73,10.5,2771,15.2,100.0,High,1
Palnadu,BW-PAL-01087,265.7,26.6,2.7,7.2,Sandy Clay,Coastal Andhra,591.4,2,56.8,3.47,12.9,2590,2.1,43.9,Medium,0
Palnadu,BW-PAL-01088,358.3,36.8,0.3,2.8,Sandy Loam,Coastal Andhra,558.8,5,53.2,1.95,6.6,2694,0,15.6,Low,0
Palnadu,BW-PAL-01089,251.0,43.4,8.6,5.3,Sandy Clay,Coastal Andhra,525.5,2,61.2,5.48,11.5,2452,10.4,74.5,High,1
Palnadu,BW-PAL-01090,300.5,35.9,19.9,7.8,Sandy Loam,Coastal Andhra,405.1,2,69.0,7.64,8.3,2657,19.2,100.0,High,1
Palnadu,BW-PAL-01091,318.4,54.0,5.2,7.8,Sandy Clay,Coastal Andhra,364.6,3,65.5,3.88,10.3,2849,7.6,65.0,High,0
Palnadu,BW-PAL-01092,315.6,39.8,2.3,10.1,Sandy Clay,Coastal Andhra,412.8,2,62.9,0.97,12.2,2663,3.2,61.4,Medium,0
Palnadu,BW-PAL-01093,329.3,22.7,7.9,8.1,Sandy Loam,Coastal Andhra,342.5,5,57.7,3.97,0.0,2651,7.5,49.1,Medium,0
Palnadu,BW-PAL-01094,337.3,46.7,8.8,3.6,Sandy Clay,Coastal Andhra,416.2,4,57.8,1.96,6.2,2799,6.3,41.7,Medium,1
Palnadu,BW-PAL-01095,282.8,17.5,4.6,6.2,Sandy Loam,Coastal Andhra,508.7,2,45.0,1.83,11.2,2708,1.3,34.0,Low,0
Palnadu,BW-PAL-01096,305.8,39.6,0.5,2.3,Sandy Loam,Coastal Andhra,576.3,3,61.2,1.58,9.4,2563,0,27.7,Low,0
Palnadu,BW-PAL-01097,281.0,41.9,4.4,5.6,Sandy Loam,Coastal Andhra,645.5,2,51.6,2.3,0.0,2671,3.2,30.4,Low,0
Palnadu,BW-PAL-01098,428.1,42.1,11.5,7.0,Sandy Clay,Coastal Andhra,453.0,2,59.2,4.93,4.4,2812,12.7,77.8,High,1
Palnadu,BW-PAL-01099,210.9,38.6,34.1,5.2,Sandy Loam,Coastal Andhra,396.4,2,81.1,12.5,1.4,2514,32.6,100.0,High,1
Palnadu,BW-PAL-01100,174.6,34.0,6.0,4.2,Sandy Loam,Coastal Andhra,520.5,0,49.5,3.15,8.5,3022,2.9,57.6,Medium,0
Palnadu,BW-PAL-01101,319.1,41.7,6.9,4.6,Sandy Loam,Coastal Andhra,511.4,3,55.9,3.7,11.1,2897,3.3,51.2,Medium,1
Palnadu,BW-PAL-01102,440.1,12.5,8.3,5.9,Sandy Clay,Coastal Andhra,554.0,2,61.0,3.53,3.0,2932,6.5,66.7,High,1
Palnadu,BW-PAL-01103,376.3,34.7,16.1,7.9,Sandy Clay,Coastal Andhra,403.5,0,66.1,6.7,12.9,2484,20.0,100.0,High,1
Palnadu,BW-PAL-01104,358.1,33.7,7.7,5.7,Sandy Clay,Coastal Andhra,407.7,5,54.0,3.06,8.5,2560,8.0,63.7,Medium,0
Palnadu,BW-PAL-01105,281.9,29.0,8.0,9.3,Sandy Loam,Coastal Andhra,464.9,1,61.5,5.2,0.0,3196,11.1,77.1,High,0
Palnadu,BW-PAL-01106,267.1,42.2,2.9,12.9,Sandy Clay,Coastal Andhra,662.9,0,58.9,1.02,5.1,3039,4.6,52.2,Medium,0
Palnadu,BW-PAL-01107,425.0,37.0,2.0,9.5,Sandy Clay,Coastal Andhra,643.8,1,53.5,3.4,12.5,1989,1.0,52.5,Medium,0
Palnadu,BW-PAL-01108,259.4,33.4,3.1,5.6,Sandy Loam,Coastal Andhra,535.9,5,54.4,1.15,12.7,3273,1.6,35.6,Medium,0
Palnadu,BW-PAL-01109,334.5,51.5,3.6,7.9,Sandy Loam,Coastal Andhra,699.5,0,54.0,2.28,13.2,2848,4.5,58.4,Medium,0
Palnadu,BW-PAL-01110,407.7,45.4,5.5,3.9,Sandy Clay,Coastal Andhra,583.3,2,40.8,3.07,2.3,3040,4.8,29.6,Low,0
Palnadu,BW-PAL-01111,238.4,35.1,7.6,4.5,Sandy Loam,Coastal Andhra,457.8,2,65.3,2.23,15.8,2604,8.7,75.0,High,1
Palnadu,BW-PAL-01112,273.4,29.5,4.8,6.9,Sandy Clay,Coastal Andhra,393.9,1,49.3,2.83,7.1,1730,3.2,44.3,Medium,1
Palnadu,BW-PAL-01113,314.8,30.2,0.3,11.5,Sandy Loam,Coastal Andhra,300,2,67.0,1.21,3.2,2842,1.7,47.8,Medium,0
Palnadu,BW-PAL-01114,160.9,21.6,4.6,7.6,Sandy Clay,Coastal Andhra,512.9,6,55.8,3.08,5.6,2739,6.6,39.5,Medium,0
Palnadu,BW-PAL-01115,206.6,45.1,22.2,9.8,Sandy Loam,Coastal Andhra,398.8,1,71.0,10.0,7.1,2598,21.6,100.0,High,1
Palnadu,BW-PAL-01116,289.0,19.7,5.8,5.7,Sandy Clay,Coastal Andhra,757.1,1,56.2,2.95,13.8,2980,6.3,67.4,High,1
Palnadu,BW-PAL-01117,618.3,28.3,0.4,9.3,Sandy Clay,Coastal Andhra,552.9,2,53.8,0.6,7.4,2278,2.9,35.4,Medium,0
Palnadu,BW-PAL-01118,287.7,35.0,5.6,7.9,Sandy Loam,Coastal Andhra,637.0,4,47.1,2.64,5.9,2770,2.8,40.0,Medium,0
Palnadu,BW-PAL-01119,353.2,26.5,2.4,9.4,Sandy Loam,Coastal Andhra,504.8,2,49.6,1.52,3.0,3123,2.8,32.9,Low,0
Palnadu,BW-PAL-01120,289.4,35.0,1.0,3.3,Sandy Loam,Coastal Andhra,300,1,55.4,2.16,8.9,2246,0,43.1,Medium,0
Palnadu,BW-PAL-01121,432.9,45.5,7.3,6.0,Sandy Loam,Coastal Andhra,471.6,1,57.6,1.21,7.1,2835,6.8,62.1,Medium,1
Palnadu,BW-PAL-01122,505.6,41.4,24.3,12.7,Sandy Clay,Coastal Andhra,396.3,1,82.0,9.81,11.7,2237,25.2,100.0,High,1
Palnadu,BW-PAL-01123,209.6,34.8,2.3,9.2,Sandy Clay,Coastal Andhra,390.8,2,53.5,1.29,13.6,2201,3.7,38.8,Medium,0
Palnadu,BW-PAL-01124,292.8,34.6,5.4,5.5,Sandy Clay,Coastal Andhra,603.7,3,53.1,2.62,10.4,2786,7.2,44.5,Medium,0
Palnadu,BW-PAL-01125,398.0,33.9,4.6,6.5,Sandy Loam,Coastal Andhra,514.6,2,53.2,2.73,10.1,2603,3.0,52.1,Medium,0
Palnadu,BW-PAL-01126,283.8,24.8,7.0,6.9,Sandy Clay,Coastal Andhra,618.8,2,62.1,3.64,5.8,2934,7.4,65.5,High,1
Palnadu,BW-PAL-01127,266.0,33.5,3.5,11.0,Sandy Clay,Coastal Andhra,479.4,2,56.8,2.94,11.7,2673,3.3,58.3,Medium,0
Palnadu,BW-PAL-01128,205.9,35.8,13.9,2.5,Sandy Clay,Coastal Andhra,437.5,1,59.6,7.86,3.7,2708,12.9,89.3,High,1
Palnadu,BW-PAL-01129,275.0,32.4,0.9,4.1,Sandy Clay,Coastal Andhra,355.3,4,54.4,0.1,3.4,1852,0,19.3,Low,0
Palnadu,BW-PAL-01130,262.4,37.6,0.7,12.4,Sandy Clay,Coastal Andhra,539.2,0,59.8,0.92,13.1,2928,0,58.4,Medium,1
Palnadu,BW-PAL-01131,223.4,28.0,4.4,12.5,Sandy Loam,Coastal Andhra,416.4,3,69.0,3.09,15.6,2095,5.2,68.9,High,0
Palnadu,BW-PAL-01132,159.6,49.9,3.3,4.4,Sandy Loam,Coastal Andhra,665.1,3,59.9,1.39,6.4,2256,3.1,37.9,Medium,0
Palnadu,BW-PAL-01133,209.5,36.3,1.4,5.7,Sandy Loam,Coastal Andhra,631.9,4,63.2,0.1,15.5,2424,1.4,35.7,Medium,0
Palnadu,BW-PAL-01134,382.6,39.7,3.7,8.0,Sandy Loam,Coastal Andhra,402.6,2,61.7,1.67,7.7,3198,7.5,60.2,Medium,1
Palnadu,BW-PAL-01135,300.4,32.4,2.0,11.3,Sandy Clay,Coastal Andhra,438.3,0,55.3,0.94,11.6,2400,0,54.6,Medium,0
Palnadu,BW-PAL-01136,168.1,35.7,7.0,13.0,Sandy Loam,Coastal Andhra,337.4,2,62.8,2.31,11.0,2101,9.2,77.4,High,1
Palnadu,BW-PAL-01137,303.2,40.4,6.7,11.7,Sandy Loam,Coastal Andhra,476.6,1,62.1,2.18,13.5,2809,5.5,74.9,High,0
Palnadu,BW-PAL-01138,271.6,23.2,1.3,5.1,Sandy Loam,Coastal Andhra,515.9,0,57.1,2.79,5.8,3058,2.8,43.3,Medium,0
Palnadu,BW-PAL-01139,271.0,37.0,18.4,6.2,Sandy Clay,Coastal Andhra,451.5,1,72.3,8.51,10.8,2232,18.1,100.0,High,1
Palnadu,BW-PAL-01140,251.9,44.0,2.7,12.7,Sandy Clay,Coastal Andhra,561.4,4,54.1,1.47,12.3,2696,2.0,40.3,Medium,0
Palnadu,BW-PAL-01141,385.2,29.1,10.5,10.8,Sandy Clay,Coastal Andhra,439.1,0,69.1,3.86,11.3,2199,9.0,100.0,High,1
Palnadu,BW-PAL-01142,238.1,41.4,2.9,11.3,Sandy Clay,Coastal Andhra,420.8,2,58.3,2.55,8.7,2946,2.1,50.7,Medium,0
Palnadu,BW-PAL-01143,295.9,42.2,0.4,5.2,Sandy Clay,Coastal Andhra,644.9,2,48.3,2.07,6.6,2494,0.9,19.4,Low,0
Palnadu,BW-PAL-01144,354.9,38.0,1.5,6.9,Sandy Clay,Coastal Andhra,558.4,2,55.0,2.97,10.4,2614,2.4,46.6,Medium,1
Palnadu,BW-PAL-01145,452.3,38.7,11.6,4.1,Sandy Loam,Coastal Andhra,681.8,0,57.4,4.68,11.1,3166,13.5,90.9,High,1
Palnadu,BW-PAL-01146,193.2,29.1,17.9,11.0,Sandy Loam,Coastal Andhra,504.2,0,61.5,7.42,8.6,2601,19.3,100.0,High,1
Palnadu,BW-PAL-01147,244.6,38.6,5.4,9.5,Sandy Loam,Coastal Andhra,557.0,4,56.0,2.54,8.2,2747,2.8,53.0,Medium,1
Palnadu,BW-PAL-01148,294.1,21.5,2.6,3.4,Sandy Loam,Coastal Andhra,371.7,4,50.1,2.04,3.2,2335,3.9,23.4,Low,0
Palnadu,BW-PAL-01149,410.9,33.5,3.4,12.4,Sandy Loam,Coastal Andhra,371.5,3,62.3,1.12,3.8,2578,7.6,49.0,Medium,0
Palnadu,BW-PAL-01150,253.4,41.3,0.2,7.5,Sandy Loam,Coastal Andhra,513.6,4,46.5,0.1,9.0,2690,0,21.1,Low,0
Palnadu,BW-PAL-01151,236.2,24.6,7.7,15.4,Sandy Loam,Coastal Andhra,461.3,1,70.6,3.32,10.8,2991,7.8,100.0,High,1
Palnadu,BW-PAL-01152,561.3,45.7,0.3,10.4,Sandy Clay,Coastal Andhra,459.5,4,51.6,0.1,9.3,2259,0,28.7,Low,0
Palnadu,BW-PAL-01153,294.1,42.5,11.8,8.7,Sandy Clay,Coastal Andhra,300,3,69.8,2.48,11.4,2371,12.0,82.0,High,1
Palnadu,BW-PAL-01154,262.5,39.9,4.0,5.0,Sandy Loam,Coastal Andhra,661.1,0,61.4,3.77,6.9,2595,3.4,55.0,Medium,0
Palnadu,BW-PAL-01155,290.5,45.9,2.3,5.7,Sandy Loam,Coastal Andhra,518.2,3,51.2,1.97,5.3,2167,4.7,35.4,Medium,0
Bapatla,BW-BAP-01156,255.9,7.7,4.0,6.2,Sandy Clay,Coastal Andhra,420.7,1,56.3,1.7,4.9,2236,7.4,56.8,Medium,1
Bapatla,BW-BAP-01157,252.4,5.0,8.8,6.5,Sandy Loam,Coastal Andhra,499.2,1,63.1,2.64,10.9,2337,9.5,73.5,High,1
Bapatla,BW-BAP-01158,278.0,9.3,2.4,8.5,Sandy Loam,Coastal Andhra,668.1,1,53.0,4.48,9.8,2890,1.3,47.4,Medium,0
Bapatla,BW-BAP-01159,385.3,9.7,6.9,8.6,Sandy Loam,Coastal Andhra,330.9,3,54.7,4.21,3.8,2606,9.8,55.5,Medium,0
Bapatla,BW-BAP-01160,320.1,24.2,6.7,7.9,Sandy Clay,Coastal Andhra,468.9,2,55.3,4.51,2.0,2957,10.3,58.5,Medium,0
Bapatla,BW-BAP-01161,282.6,22.6,4.0,8.8,Sandy Clay,Coastal Andhra,563.9,1,57.4,2.25,8.0,2474,2.8,59.6,Medium,0
Bapatla,BW-BAP-01162,361.5,17.3,2.7,8.0,Sandy Loam,Coastal Andhra,361.3,2,56.3,2.12,0.0,3076,4.5,41.0,Medium,0
Bapatla,BW-BAP-01163,312.8,20.6,5.5,5.0,Sandy Clay,Coastal Andhra,355.8,3,55.8,2.46,2.7,2533,4.9,37.4,Medium,1
Bapatla,BW-BAP-01164,406.3,21.0,6.2,6.4,Sandy Clay,Coastal Andhra,301.4,2,59.6,2.18,7.7,2094,3.7,53.2,Medium,1
Bapatla,BW-BAP-01165,355.6,12.7,5.9,7.4,Sandy Clay,Coastal Andhra,479.5,2,54.6,2.61,8.7,2559,4.5,50.4,Medium,1
Bapatla,BW-BAP-01166,59.3,9.3,4.7,2.7,Sandy Loam,Coastal Andhra,300,2,49.1,1.88,10.2,2838,5.1,40.2,Medium,0
Bapatla,BW-BAP-01167,253.1,20.3,8.5,1.0,Sandy Clay,Coastal Andhra,583.8,2,54.3,3.86,0.0,2700,11.5,48.7,Medium,0
Bapatla,BW-BAP-01168,263.0,23.4,2.5,10.3,Sandy Clay,Coastal Andhra,300,4,46.1,3.41,5.6,2655,0.9,29.2,Low,0
Bapatla,BW-BAP-01169,204.2,5.9,3.1,7.8,Sandy Loam,Coastal Andhra,349.8,2,59.0,2.43,8.1,2709,5.0,54.5,Medium,1
Bapatla,BW-BAP-01170,185.2,13.1,8.4,6.0,Sandy Loam,Coastal Andhra,392.5,3,56.9,1.57,9.1,2727,5.9,52.3,Medium,0
Bapatla,BW-BAP-01171,367.6,20.1,0.9,8.0,Sandy Loam,Coastal Andhra,564.1,2,60.4,0.66,13.2,3184,3.9,39.9,Medium,0
Bapatla,BW-BAP-01172,277.3,21.5,0.0,2.7,Sandy Clay,Coastal Andhra,662.5,2,58.1,0.1,7.6,2951,0.6,20.7,Low,0
Bapatla,BW-BAP-01173,91.5,11.2,1.4,11.4,Sandy Clay,Coastal Andhra,511.8,3,56.2,0.17,12.1,2371,1.5,29.3,Low,0
Bapatla,BW-BAP-01174,267.8,9.7,12.6,9.9,Sandy Loam,Coastal Andhra,580.2,1,62.3,6.02,2.2,1915,11.5,96.4,High,1
Bapatla,BW-BAP-01175,340.7,5.0,3.6,7.8,Sandy Loam,Coastal Andhra,503.9,1,60.9,4.29,12.4,2794,4.7,61.5,Medium,1
Bapatla,BW-BAP-01176,249.7,17.5,2.2,3.6,Sandy Clay,Coastal Andhra,471.2,3,55.8,2.93,11.7,2441,4.2,36.6,Medium,0
Bapatla,BW-BAP-01177,233.9,11.9,4.2,8.8,Sandy Clay,Coastal Andhra,540.5,6,56.2,2.05,5.5,3220,3.7,45.1,Medium,0
Bapatla,BW-BAP-01178,282.9,5.0,17.1,10.3,Sandy Loam,Coastal Andhra,602.0,3,74.8,7.92,2.3,2742,15.0,100.0,High,1
Bapatla,BW-BAP-01179,208.4,15.3,10.1,9.7,Sandy Clay,Coastal Andhra,416.5,2,63.7,5.89,4.2,2794,11.5,83.8,High,1
Bapatla,BW-BAP-01180,295.1,12.4,2.4,8.2,Sandy Loam,Coastal Andhra,777.7,4,56.9,1.82,6.8,2621,2.2,39.9,Medium,0
Bapatla,BW-BAP-01181,126.6,6.4,0.6,9.7,Sandy Clay,Coastal Andhra,523.7,3,62.6,1.7,8.5,3337,0.0,36.8,Medium,1
Bapatla,BW-BAP-01182,241.4,5.0,10.4,2.3,Sandy Loam,Coastal Andhra,577.4,3,60.7,3.54,8.3,3162,9.5,62.5,Medium,1
Bapatla,BW-BAP-01183,173.8,8.6,5.9,9.1,Sandy Clay,Coastal Andhra,564.8,3,56.7,4.12,6.3,2327,4.4,55.1,Medium,0
Bapatla,BW-BAP-01184,227.7,20.5,1.5,3.8,Sandy Loam,Coastal Andhra,576.8,2,56.0,2.06,14.8,3180,1.6,38.0,Medium,0
Bapatla,BW-BAP-01185,225.9,13.9,1.5,15.4,Sandy Clay,Coastal Andhra,354.1,5,52.4,0.1,0.0,3045,0,31.6,Low,0
Bapatla,BW-BAP-01186,157.3,5.0,5.7,6.3,Sandy Loam,Coastal Andhra,493.3,0,54.9,3.09,7.6,2991,4.9,57.5,Medium,0
Bapatla,BW-BAP-01187,247.9,17.4,2.4,11.3,Sandy Clay,Coastal Andhra,482.8,2,63.8,1.47,2.3,2581,2.2,44.5,Medium,0
Bapatla,BW-BAP-01188,270.1,8.1,0.9,14.3,Sandy Loam,Coastal Andhra,425.8,1,63.2,1.04,8.8,2924,1.5,43.9,Medium,0
Bapatla,BW-BAP-01189,121.5,14.3,9.6,8.8,Sandy Loam,Coastal Andhra,495.8,2,67.1,5.4,6.9,2382,10.2,86.3,High,1
Bapatla,BW-BAP-01190,167.3,15.4,5.6,12.8,Sandy Loam,Coastal Andhra,635.4,4,63.5,1.26,12.6,3356,3.8,61.6,Medium,0
Bapatla,BW-BAP-01191,239.6,14.9,0.9,11.2,Sandy Loam,Coastal Andhra,529.3,1,57.8,1.86,12.2,2730,0,47.4,Medium,0
Bapatla,BW-BAP-01192,406.9,7.9,2.2,7.3,Sandy Loam,Coastal Andhra,378.4,0,52.9,0.57,3.6,2583,2.7,38.4,Medium,0
Bapatla,BW-BAP-01193,182.7,34.4,9.9,7.3,Sandy Clay,Coastal Andhra,507.4,2,62.0,5.58,6.8,2656,10.5,80.7,High,1
Bapatla,BW-BAP-01194,306.1,7.2,0.2,2.7,Sandy Loam,Coastal Andhra,626.1,3,50.5,2.26,4.7,2518,3.4,19.8,Low,0
Bapatla,BW-BAP-01195,433.9,7.0,0.6,9.9,Sandy Clay,Coastal Andhra,637.1,2,54.1,0.1,6.6,2710,2.2,27.3,Low,0
Bapatla,BW-BAP-01196,168.3,14.5,1.7,5.8,Sandy Loam,Coastal Andhra,574.5,3,51.9,2.5,7.3,2615,1.2,30.2,Low,0
Bapatla,BW-BAP-01197,305.1,13.9,4.1,4.6,Sandy Clay,Coastal Andhra,765.4,2,54.0,1.92,12.5,3218,5.1,41.4,Medium,0
Bapatla,BW-BAP-01198,332.3,9.8,14.6,12.4,Sandy Loam,Coastal Andhra,368.4,0,68.9,5.46,3.1,2351,13.3,100.0,High,1
Bapatla,BW-BAP-01199,122.7,5.0,4.2,9.4,Sandy Loam,Coastal Andhra,465.8,1,58.8,3.86,8.9,3177,5.1,69.1,High,0
Bapatla,BW-BAP-01200,213.9,8.7,8.6,6.9,Sandy Clay,Coastal Andhra,559.7,1,60.2,4.76,8.1,2723,6.8,77.4,High,1
Bapatla,BW-BAP-01201,163.9,19.3,4.2,11.3,Sandy Loam,Coastal Andhra,505.9,0,59.7,1.57,5.3,3356,6.8,67.2,High,1
Bapatla,BW-BAP-01202,312.8,22.1,37.5,11.6,Sandy Clay,Coastal Andhra,422.0,1,85.8,15.0,6.2,2055,37.9,100.0,High,1
Bapatla,BW-BAP-01203,98.5,10.6,2.5,8.8,Sandy Clay,Coastal Andhra,512.7,2,49.6,2.75,4.8,2969,5.5,45.0,Medium,0
Bapatla,BW-BAP-01204,206.2,17.8,0.5,14.3,Sandy Loam,Coastal Andhra,319.7,2,58.7,1.83,8.4,2478,3.8,48.8,Medium,0
Bapatla,BW-BAP-01205,424.8,15.6,7.9,5.3,Sandy Loam,Coastal Andhra,464.9,5,63.2,4.67,10.7,2720,8.0,63.9,Medium,0
Bapatla,BW-BAP-01206,134.2,13.0,5.6,6.3,Sandy Clay,Coastal Andhra,300,1,50.3,2.79,13.4,2207,6.5,52.6,Medium,0
Bapatla,BW-BAP-01207,346.8,8.8,1.3,7.9,Sandy Loam,Coastal Andhra,462.1,3,57.0,1.92,11.8,2807,0,31.1,Low,0
Bapatla,BW-BAP-01208,356.8,20.5,6.5,12.4,Sandy Loam,Coastal Andhra,665.2,2,58.6,3.29,4.8,2888,7.3,59.8,Medium,0
Bapatla,BW-BAP-01209,534.9,16.7,2.3,2.9,Sandy Loam,Coastal Andhra,567.7,1,53.1,2.34,9.2,2860,1.5,34.5,Low,0
Bapatla,BW-BAP-01210,368.4,20.7,1.8,9.8,Sandy Clay,Coastal Andhra,437.2,0,58.2,2.27,10.9,2300,1.2,61.1,Medium,1
Bapatla,BW-BAP-01211,294.4,10.6,2.8,15.5,Sandy Loam,Coastal Andhra,476.9,1,56.7,2.03,7.4,3032,1.9,54.0,Medium,1
Bapatla,BW-BAP-01212,374.3,10.0,1.0,8.2,Sandy Clay,Coastal Andhra,605.1,3,62.8,1.74,10.3,2218,0,42.9,Medium,0
Bapatla,BW-BAP-01213,114.8,10.4,2.0,5.7,Sandy Clay,Coastal Andhra,384.1,3,54.4,0.63,7.2,2242,1.3,28.3,Low,0
Bapatla,BW-BAP-01214,282.8,12.0,0.1,8.5,Sandy Clay,Coastal Andhra,398.6,3,54.4,1.66,8.6,2720,0,21.3,Low,0
Bapatla,BW-BAP-01215,260.1,13.7,6.3,9.0,Sandy Clay,Coastal Andhra,626.4,1,65.7,3.25,16.5,2718,3.8,77.1,High,1
Bapatla,BW-BAP-01216,376.0,13.3,10.1,3.1,Sandy Loam,Coastal Andhra,540.5,2,55.5,2.99,9.7,2478,8.3,62.3,Medium,1
Bapatla,BW-BAP-01217,369.1,15.5,6.0,6.7,Sandy Loam,Coastal Andhra,469.9,6,56.1,3.66,7.5,2714,6.9,54.7,Medium,1
Bapatla,BW-BAP-01218,253.6,5.0,24.8,8.2,Sandy Clay,Coastal Andhra,639.9,0,80.4,8.93,13.4,2850,24.9,100.0,High,1
Bapatla,BW-BAP-01219,172.9,10.0,1.1,10.0,Sandy Clay,Coastal Andhra,574.8,2,61.5,0.97,15.8,2770,0,42.6,Medium,0
Bapatla,BW-BAP-01220,236.1,14.8,10.3,4.9,Sandy Clay,Coastal Andhra,514.4,3,57.5,3.04,8.9,3016,9.3,63.4,Medium,1
Bapatla,BW-BAP-01221,217.6,23.6,8.4,9.8,Sandy Clay,Coastal Andhra,421.5,3,62.4,2.04,10.5,2965,7.8,52.1,Medium,0
